Real-time data - subject to revision
Copyright Environment Canada(2024)

"Real-Time Hydrometric Data for WASI RIVER NEAR ASTORVILLE (02DD024) [ON]"

02DD024,"WASI RIVER NEAR ASTORVILLE"
Description of parameters:
47,"Discharge (unit values)",m³/s

Date (EST),Parameter ,Value (m³/s),Approval,Qualifier
2024-07-05 17:55:00,47,2.30,Provisional,UNSPECIFIED
2024-07-05 18:00:00,47,2.30,Provisional,UNSPECIFIED
2024-07-05 18:05:00,47,2.30,Provisional,UNSPECIFIED
2024-07-05 18:10:00,47,2.30,Provisional,UNSPECIFIED
2024-07-05 18:15:00,47,2.30,Provisional,UNSPECIFIED
2024-07-05 18:20:00,47,2.30,Provisional,UNSPECIFIED
2024-07-05 18:25:00,47,2.30,Provisional,UNSPECIFIED
2024-07-05 18:30:00,47,2.30,Provisional,UNSPECIFIED
2024-07-05 18:35:00,47,2.30,Provisional,UNSPECIFIED
2024-07-05 18:40:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 18:45:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 18:50:00,47,2.30,Provisional,UNSPECIFIED
2024-07-05 18:55:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 19:00:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 19:05:00,47,2.30,Provisional,UNSPECIFIED
2024-07-05 19:10:00,47,2.30,Provisional,UNSPECIFIED
2024-07-05 19:15:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 19:20:00,47,2.30,Provisional,UNSPECIFIED
2024-07-05 19:25:00,47,2.30,Provisional,UNSPECIFIED
2024-07-05 19:30:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 19:35:00,47,2.30,Provisional,UNSPECIFIED
2024-07-05 19:40:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 19:45:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 19:50:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 19:55:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 20:00:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 20:05:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 20:10:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 20:15:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 20:20:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 20:25:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 20:30:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 20:35:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 20:40:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 20:45:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 20:50:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 20:55:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 21:00:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 21:05:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 21:10:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 21:15:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 21:20:00,47,2.28,Provisional,UNSPECIFIED
2024-07-05 21:25:00,47,2.28,Provisional,UNSPECIFIED
2024-07-05 21:30:00,47,2.28,Provisional,UNSPECIFIED
2024-07-05 21:35:00,47,2.28,Provisional,UNSPECIFIED
2024-07-05 21:40:00,47,2.28,Provisional,UNSPECIFIED
2024-07-05 21:45:00,47,2.28,Provisional,UNSPECIFIED
2024-07-05 21:50:00,47,2.28,Provisional,UNSPECIFIED
2024-07-05 21:55:00,47,2.27,Provisional,UNSPECIFIED
2024-07-05 22:00:00,47,2.27,Provisional,UNSPECIFIED
2024-07-05 22:05:00,47,2.27,Provisional,UNSPECIFIED
2024-07-05 22:10:00,47,2.27,Provisional,UNSPECIFIED
2024-07-05 22:15:00,47,2.27,Provisional,UNSPECIFIED
2024-07-05 22:20:00,47,2.27,Provisional,UNSPECIFIED
2024-07-05 22:25:00,47,2.27,Provisional,UNSPECIFIED
2024-07-05 22:30:00,47,2.27,Provisional,UNSPECIFIED
2024-07-05 22:35:00,47,2.26,Provisional,UNSPECIFIED
2024-07-05 22:40:00,47,2.26,Provisional,UNSPECIFIED
2024-07-05 22:45:00,47,2.27,Provisional,UNSPECIFIED
2024-07-05 22:50:00,47,2.27,Provisional,UNSPECIFIED
2024-07-05 22:55:00,47,2.27,Provisional,UNSPECIFIED
2024-07-05 23:00:00,47,2.27,Provisional,UNSPECIFIED
2024-07-05 23:05:00,47,2.28,Provisional,UNSPECIFIED
2024-07-05 23:10:00,47,2.28,Provisional,UNSPECIFIED
2024-07-05 23:15:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 23:20:00,47,2.29,Provisional,UNSPECIFIED
2024-07-05 23:25:00,47,2.30,Provisional,UNSPECIFIED
2024-07-05 23:30:00,47,2.30,Provisional,UNSPECIFIED
2024-07-05 23:35:00,47,2.31,Provisional,UNSPECIFIED
2024-07-05 23:40:00,47,2.32,Provisional,UNSPECIFIED
2024-07-05 23:45:00,47,2.32,Provisional,UNSPECIFIED
2024-07-05 23:50:00,47,2.34,Provisional,UNSPECIFIED
2024-07-05 23:55:00,47,2.38,Provisional,UNSPECIFIED
2024-07-06 00:00:00,47,2.42,Provisional,UNSPECIFIED
2024-07-06 00:05:00,47,2.45,Provisional,UNSPECIFIED
2024-07-06 00:10:00,47,2.46,Provisional,UNSPECIFIED
2024-07-06 00:15:00,47,2.48,Provisional,UNSPECIFIED
2024-07-06 00:20:00,47,2.50,Provisional,UNSPECIFIED
2024-07-06 00:25:00,47,2.51,Provisional,UNSPECIFIED
2024-07-06 00:30:00,47,2.52,Provisional,UNSPECIFIED
2024-07-06 00:35:00,47,2.54,Provisional,UNSPECIFIED
2024-07-06 00:40:00,47,2.54,Provisional,UNSPECIFIED
2024-07-06 00:45:00,47,2.54,Provisional,UNSPECIFIED
2024-07-06 00:50:00,47,2.55,Provisional,UNSPECIFIED
2024-07-06 00:55:00,47,2.55,Provisional,UNSPECIFIED
2024-07-06 01:00:00,47,2.55,Provisional,UNSPECIFIED
2024-07-06 01:05:00,47,2.55,Provisional,UNSPECIFIED
2024-07-06 01:10:00,47,2.56,Provisional,UNSPECIFIED
2024-07-06 01:15:00,47,2.55,Provisional,UNSPECIFIED
2024-07-06 01:20:00,47,2.56,Provisional,UNSPECIFIED
2024-07-06 01:25:00,47,2.56,Provisional,UNSPECIFIED
2024-07-06 01:30:00,47,2.57,Provisional,UNSPECIFIED
2024-07-06 01:35:00,47,2.57,Provisional,UNSPECIFIED
2024-07-06 01:40:00,47,2.57,Provisional,UNSPECIFIED
2024-07-06 01:45:00,47,2.58,Provisional,UNSPECIFIED
2024-07-06 01:50:00,47,2.58,Provisional,UNSPECIFIED
2024-07-06 01:55:00,47,2.59,Provisional,UNSPECIFIED
2024-07-06 02:00:00,47,2.60,Provisional,UNSPECIFIED
2024-07-06 02:05:00,47,2.60,Provisional,UNSPECIFIED
2024-07-06 02:10:00,47,2.61,Provisional,UNSPECIFIED
2024-07-06 02:15:00,47,2.62,Provisional,UNSPECIFIED
2024-07-06 02:20:00,47,2.63,Provisional,UNSPECIFIED
2024-07-06 02:25:00,47,2.64,Provisional,UNSPECIFIED
2024-07-06 02:30:00,47,2.65,Provisional,UNSPECIFIED
2024-07-06 02:35:00,47,2.66,Provisional,UNSPECIFIED
2024-07-06 02:40:00,47,2.68,Provisional,UNSPECIFIED
2024-07-06 02:45:00,47,2.70,Provisional,UNSPECIFIED
2024-07-06 02:50:00,47,2.71,Provisional,UNSPECIFIED
2024-07-06 02:55:00,47,2.73,Provisional,UNSPECIFIED
2024-07-06 03:00:00,47,2.74,Provisional,UNSPECIFIED
2024-07-06 03:05:00,47,2.75,Provisional,UNSPECIFIED
2024-07-06 03:10:00,47,2.77,Provisional,UNSPECIFIED
2024-07-06 03:15:00,47,2.78,Provisional,UNSPECIFIED
2024-07-06 03:20:00,47,2.81,Provisional,UNSPECIFIED
2024-07-06 03:25:00,47,2.82,Provisional,UNSPECIFIED
2024-07-06 03:30:00,47,2.84,Provisional,UNSPECIFIED
2024-07-06 03:35:00,47,2.86,Provisional,UNSPECIFIED
2024-07-06 03:40:00,47,2.87,Provisional,UNSPECIFIED
2024-07-06 03:45:00,47,2.88,Provisional,UNSPECIFIED
2024-07-06 03:50:00,47,2.91,Provisional,UNSPECIFIED
2024-07-06 03:55:00,47,2.93,Provisional,UNSPECIFIED
2024-07-06 04:00:00,47,2.95,Provisional,UNSPECIFIED
2024-07-06 04:05:00,47,2.96,Provisional,UNSPECIFIED
2024-07-06 04:10:00,47,2.96,Provisional,UNSPECIFIED
2024-07-06 04:15:00,47,2.99,Provisional,UNSPECIFIED
2024-07-06 04:20:00,47,3.00,Provisional,UNSPECIFIED
2024-07-06 04:25:00,47,3.01,Provisional,UNSPECIFIED
2024-07-06 04:30:00,47,3.03,Provisional,UNSPECIFIED
2024-07-06 04:35:00,47,3.03,Provisional,UNSPECIFIED
2024-07-06 04:40:00,47,3.04,Provisional,UNSPECIFIED
2024-07-06 04:45:00,47,3.06,Provisional,UNSPECIFIED
2024-07-06 04:50:00,47,3.07,Provisional,UNSPECIFIED
2024-07-06 04:55:00,47,3.08,Provisional,UNSPECIFIED
2024-07-06 05:00:00,47,3.09,Provisional,UNSPECIFIED
2024-07-06 05:05:00,47,3.10,Provisional,UNSPECIFIED
2024-07-06 05:10:00,47,3.11,Provisional,UNSPECIFIED
2024-07-06 05:15:00,47,3.11,Provisional,UNSPECIFIED
2024-07-06 05:20:00,47,3.13,Provisional,UNSPECIFIED
2024-07-06 05:25:00,47,3.13,Provisional,UNSPECIFIED
2024-07-06 05:30:00,47,3.14,Provisional,UNSPECIFIED
2024-07-06 05:35:00,47,3.14,Provisional,UNSPECIFIED
2024-07-06 05:40:00,47,3.15,Provisional,UNSPECIFIED
2024-07-06 05:45:00,47,3.15,Provisional,UNSPECIFIED
2024-07-06 05:50:00,47,3.15,Provisional,UNSPECIFIED
2024-07-06 05:55:00,47,3.16,Provisional,UNSPECIFIED
2024-07-06 06:00:00,47,3.16,Provisional,UNSPECIFIED
2024-07-06 06:05:00,47,3.17,Provisional,UNSPECIFIED
2024-07-06 06:10:00,47,3.17,Provisional,UNSPECIFIED
2024-07-06 06:15:00,47,3.18,Provisional,UNSPECIFIED
2024-07-06 06:20:00,47,3.18,Provisional,UNSPECIFIED
2024-07-06 06:25:00,47,3.18,Provisional,UNSPECIFIED
2024-07-06 06:30:00,47,3.18,Provisional,UNSPECIFIED
2024-07-06 06:35:00,47,3.20,Provisional,UNSPECIFIED
2024-07-06 06:40:00,47,3.20,Provisional,UNSPECIFIED
2024-07-06 06:45:00,47,3.20,Provisional,UNSPECIFIED
2024-07-06 06:50:00,47,3.20,Provisional,UNSPECIFIED
2024-07-06 06:55:00,47,3.20,Provisional,UNSPECIFIED
2024-07-06 07:00:00,47,3.21,Provisional,UNSPECIFIED
2024-07-06 07:05:00,47,3.21,Provisional,UNSPECIFIED
2024-07-06 07:10:00,47,3.21,Provisional,UNSPECIFIED
2024-07-06 07:15:00,47,3.21,Provisional,UNSPECIFIED
2024-07-06 07:20:00,47,3.22,Provisional,UNSPECIFIED
2024-07-06 07:25:00,47,3.22,Provisional,UNSPECIFIED
2024-07-06 07:30:00,47,3.23,Provisional,UNSPECIFIED
2024-07-06 07:35:00,47,3.22,Provisional,UNSPECIFIED
2024-07-06 07:40:00,47,3.23,Provisional,UNSPECIFIED
2024-07-06 07:45:00,47,3.22,Provisional,UNSPECIFIED
2024-07-06 07:50:00,47,3.23,Provisional,UNSPECIFIED
2024-07-06 07:55:00,47,3.23,Provisional,UNSPECIFIED
2024-07-06 08:00:00,47,3.23,Provisional,UNSPECIFIED
2024-07-06 08:05:00,47,3.23,Provisional,UNSPECIFIED
2024-07-06 08:10:00,47,3.23,Provisional,UNSPECIFIED
2024-07-06 08:15:00,47,3.24,Provisional,UNSPECIFIED
2024-07-06 08:20:00,47,3.24,Provisional,UNSPECIFIED
2024-07-06 08:25:00,47,3.23,Provisional,UNSPECIFIED
2024-07-06 08:30:00,47,3.24,Provisional,UNSPECIFIED
2024-07-06 08:35:00,47,3.23,Provisional,UNSPECIFIED
2024-07-06 08:40:00,47,3.24,Provisional,UNSPECIFIED
2024-07-06 08:45:00,47,3.24,Provisional,UNSPECIFIED
2024-07-06 08:50:00,47,3.24,Provisional,UNSPECIFIED
2024-07-06 08:55:00,47,3.24,Provisional,UNSPECIFIED
2024-07-06 09:00:00,47,3.26,Provisional,UNSPECIFIED
2024-07-06 09:05:00,47,3.26,Provisional,UNSPECIFIED
2024-07-06 09:10:00,47,3.27,Provisional,UNSPECIFIED
2024-07-06 09:15:00,47,3.27,Provisional,UNSPECIFIED
2024-07-06 09:20:00,47,3.29,Provisional,UNSPECIFIED
2024-07-06 09:25:00,47,3.32,Provisional,UNSPECIFIED
2024-07-06 09:30:00,47,3.34,Provisional,UNSPECIFIED
2024-07-06 09:35:00,47,3.36,Provisional,UNSPECIFIED
2024-07-06 09:40:00,47,3.38,Provisional,UNSPECIFIED
2024-07-06 09:45:00,47,3.40,Provisional,UNSPECIFIED
2024-07-06 09:50:00,47,3.41,Provisional,UNSPECIFIED
2024-07-06 09:55:00,47,3.44,Provisional,UNSPECIFIED
2024-07-06 10:00:00,47,3.45,Provisional,UNSPECIFIED
2024-07-06 10:05:00,47,3.48,Provisional,UNSPECIFIED
2024-07-06 10:10:00,47,3.49,Provisional,UNSPECIFIED
2024-07-06 10:15:00,47,3.52,Provisional,UNSPECIFIED
2024-07-06 10:20:00,47,3.54,Provisional,UNSPECIFIED
2024-07-06 10:25:00,47,3.56,Provisional,UNSPECIFIED
2024-07-06 10:30:00,47,3.58,Provisional,UNSPECIFIED
2024-07-06 10:35:00,47,3.60,Provisional,UNSPECIFIED
2024-07-06 10:40:00,47,3.64,Provisional,UNSPECIFIED
2024-07-06 10:45:00,47,3.66,Provisional,UNSPECIFIED
2024-07-06 10:50:00,47,3.70,Provisional,UNSPECIFIED
2024-07-06 10:55:00,47,3.73,Provisional,UNSPECIFIED
2024-07-06 11:00:00,47,3.77,Provisional,UNSPECIFIED
2024-07-06 11:05:00,47,3.81,Provisional,UNSPECIFIED
2024-07-06 11:10:00,47,3.86,Provisional,UNSPECIFIED
2024-07-06 11:15:00,47,3.90,Provisional,UNSPECIFIED
2024-07-06 11:20:00,47,3.95,Provisional,UNSPECIFIED
2024-07-06 11:25:00,47,4.00,Provisional,UNSPECIFIED
2024-07-06 11:30:00,47,4.04,Provisional,UNSPECIFIED
2024-07-06 11:35:00,47,4.10,Provisional,UNSPECIFIED
2024-07-06 11:40:00,47,4.14,Provisional,UNSPECIFIED
2024-07-06 11:45:00,47,4.19,Provisional,UNSPECIFIED
2024-07-06 11:50:00,47,4.26,Provisional,UNSPECIFIED
2024-07-06 11:55:00,47,4.32,Provisional,UNSPECIFIED
2024-07-06 12:00:00,47,4.36,Provisional,UNSPECIFIED
2024-07-06 12:05:00,47,4.43,Provisional,UNSPECIFIED
2024-07-06 12:10:00,47,4.50,Provisional,UNSPECIFIED
2024-07-06 12:15:00,47,4.55,Provisional,UNSPECIFIED
2024-07-06 12:20:00,47,4.61,Provisional,UNSPECIFIED
2024-07-06 12:25:00,47,4.68,Provisional,UNSPECIFIED
2024-07-06 12:30:00,47,4.73,Provisional,UNSPECIFIED
2024-07-06 12:35:00,47,4.78,Provisional,UNSPECIFIED
2024-07-06 12:40:00,47,4.86,Provisional,UNSPECIFIED
2024-07-06 12:45:00,47,4.90,Provisional,UNSPECIFIED
2024-07-06 12:50:00,47,4.98,Provisional,UNSPECIFIED
2024-07-06 12:55:00,47,5.04,Provisional,UNSPECIFIED
2024-07-06 13:00:00,47,5.10,Provisional,UNSPECIFIED
2024-07-06 13:05:00,47,5.16,Provisional,UNSPECIFIED
2024-07-06 13:10:00,47,5.22,Provisional,UNSPECIFIED
2024-07-06 13:15:00,47,5.28,Provisional,UNSPECIFIED
2024-07-06 13:20:00,47,5.34,Provisional,UNSPECIFIED
2024-07-06 13:25:00,47,5.37,Provisional,UNSPECIFIED
2024-07-06 13:30:00,47,5.43,Provisional,UNSPECIFIED
2024-07-06 13:35:00,47,5.48,Provisional,UNSPECIFIED
2024-07-06 13:40:00,47,5.53,Provisional,UNSPECIFIED
2024-07-06 13:45:00,47,5.58,Provisional,UNSPECIFIED
2024-07-06 13:50:00,47,5.62,Provisional,UNSPECIFIED
2024-07-06 13:55:00,47,5.66,Provisional,UNSPECIFIED
2024-07-06 14:00:00,47,5.70,Provisional,UNSPECIFIED
2024-07-06 14:05:00,47,5.74,Provisional,UNSPECIFIED
2024-07-06 14:10:00,47,5.75,Provisional,UNSPECIFIED
2024-07-06 14:15:00,47,5.78,Provisional,UNSPECIFIED
2024-07-06 14:20:00,47,5.82,Provisional,UNSPECIFIED
2024-07-06 14:25:00,47,5.85,Provisional,UNSPECIFIED
2024-07-06 14:30:00,47,5.88,Provisional,UNSPECIFIED
2024-07-06 14:35:00,47,5.90,Provisional,UNSPECIFIED
2024-07-06 14:40:00,47,5.91,Provisional,UNSPECIFIED
2024-07-06 14:45:00,47,5.93,Provisional,UNSPECIFIED
2024-07-06 14:50:00,47,5.96,Provisional,UNSPECIFIED
2024-07-06 14:55:00,47,5.96,Provisional,UNSPECIFIED
2024-07-06 15:00:00,47,5.98,Provisional,UNSPECIFIED
2024-07-06 15:05:00,47,6.00,Provisional,UNSPECIFIED
2024-07-06 15:10:00,47,6.01,Provisional,UNSPECIFIED
2024-07-06 15:15:00,47,6.04,Provisional,UNSPECIFIED
2024-07-06 15:20:00,47,6.03,Provisional,UNSPECIFIED
2024-07-06 15:25:00,47,6.06,Provisional,UNSPECIFIED
2024-07-06 15:30:00,47,6.06,Provisional,UNSPECIFIED
2024-07-06 15:35:00,47,6.08,Provisional,UNSPECIFIED
2024-07-06 15:40:00,47,6.09,Provisional,UNSPECIFIED
2024-07-06 15:45:00,47,6.11,Provisional,UNSPECIFIED
2024-07-06 15:50:00,47,6.11,Provisional,UNSPECIFIED
2024-07-06 15:55:00,47,6.11,Provisional,UNSPECIFIED
2024-07-06 16:00:00,47,6.11,Provisional,UNSPECIFIED
2024-07-06 16:05:00,47,6.13,Provisional,UNSPECIFIED
2024-07-06 16:10:00,47,6.13,Provisional,UNSPECIFIED
2024-07-06 16:15:00,47,6.13,Provisional,UNSPECIFIED
2024-07-06 16:20:00,47,6.13,Provisional,UNSPECIFIED
2024-07-06 16:25:00,47,6.13,Provisional,UNSPECIFIED
2024-07-06 16:30:00,47,6.14,Provisional,UNSPECIFIED
2024-07-06 16:35:00,47,6.13,Provisional,UNSPECIFIED
2024-07-06 16:40:00,47,6.14,Provisional,UNSPECIFIED
2024-07-06 16:45:00,47,6.13,Provisional,UNSPECIFIED
2024-07-06 16:50:00,47,6.13,Provisional,UNSPECIFIED
2024-07-06 16:55:00,47,6.13,Provisional,UNSPECIFIED
2024-07-06 17:00:00,47,6.13,Provisional,UNSPECIFIED
2024-07-06 17:05:00,47,6.14,Provisional,UNSPECIFIED
2024-07-06 17:10:00,47,6.11,Provisional,UNSPECIFIED
2024-07-06 17:15:00,47,6.11,Provisional,UNSPECIFIED
2024-07-06 17:20:00,47,6.11,Provisional,UNSPECIFIED
2024-07-06 17:25:00,47,6.11,Provisional,UNSPECIFIED
2024-07-06 17:30:00,47,6.11,Provisional,UNSPECIFIED
2024-07-06 17:35:00,47,6.09,Provisional,UNSPECIFIED
2024-07-06 17:40:00,47,6.09,Provisional,UNSPECIFIED
2024-07-06 17:45:00,47,6.09,Provisional,UNSPECIFIED
2024-07-06 17:50:00,47,6.08,Provisional,UNSPECIFIED
2024-07-06 17:55:00,47,6.08,Provisional,UNSPECIFIED
2024-07-06 18:00:00,47,6.06,Provisional,UNSPECIFIED
2024-07-06 18:05:00,47,6.08,Provisional,UNSPECIFIED
2024-07-06 18:10:00,47,6.06,Provisional,UNSPECIFIED
2024-07-06 18:15:00,47,6.06,Provisional,UNSPECIFIED
2024-07-06 18:20:00,47,6.04,Provisional,UNSPECIFIED
2024-07-06 18:25:00,47,6.04,Provisional,UNSPECIFIED
2024-07-06 18:30:00,47,6.01,Provisional,UNSPECIFIED
2024-07-06 18:35:00,47,6.00,Provisional,UNSPECIFIED
2024-07-06 18:40:00,47,6.01,Provisional,UNSPECIFIED
2024-07-06 18:45:00,47,6.00,Provisional,UNSPECIFIED
2024-07-06 18:50:00,47,6.00,Provisional,UNSPECIFIED
2024-07-06 18:55:00,47,5.98,Provisional,UNSPECIFIED
2024-07-06 19:00:00,47,5.98,Provisional,UNSPECIFIED
2024-07-06 19:05:00,47,5.98,Provisional,UNSPECIFIED
2024-07-06 19:10:00,47,5.96,Provisional,UNSPECIFIED
2024-07-06 19:15:00,47,5.95,Provisional,UNSPECIFIED
2024-07-06 19:20:00,47,5.93,Provisional,UNSPECIFIED
2024-07-06 19:25:00,47,5.93,Provisional,UNSPECIFIED
2024-07-06 19:30:00,47,5.91,Provisional,UNSPECIFIED
2024-07-06 19:35:00,47,5.91,Provisional,UNSPECIFIED
2024-07-06 19:40:00,47,5.90,Provisional,UNSPECIFIED
2024-07-06 19:45:00,47,5.90,Provisional,UNSPECIFIED
2024-07-06 19:50:00,47,5.86,Provisional,UNSPECIFIED
2024-07-06 19:55:00,47,5.86,Provisional,UNSPECIFIED
2024-07-06 20:00:00,47,5.85,Provisional,UNSPECIFIED
2024-07-06 20:05:00,47,5.83,Provisional,UNSPECIFIED
2024-07-06 20:10:00,47,5.82,Provisional,UNSPECIFIED
2024-07-06 20:15:00,47,5.82,Provisional,UNSPECIFIED
2024-07-06 20:20:00,47,5.80,Provisional,UNSPECIFIED
2024-07-06 20:25:00,47,5.78,Provisional,UNSPECIFIED
2024-07-06 20:30:00,47,5.78,Provisional,UNSPECIFIED
2024-07-06 20:35:00,47,5.75,Provisional,UNSPECIFIED
2024-07-06 20:40:00,47,5.75,Provisional,UNSPECIFIED
2024-07-06 20:45:00,47,5.74,Provisional,UNSPECIFIED
2024-07-06 20:50:00,47,5.72,Provisional,UNSPECIFIED
2024-07-06 20:55:00,47,5.69,Provisional,UNSPECIFIED
2024-07-06 21:00:00,47,5.69,Provisional,UNSPECIFIED
2024-07-06 21:05:00,47,5.67,Provisional,UNSPECIFIED
2024-07-06 21:10:00,47,5.66,Provisional,UNSPECIFIED
2024-07-06 21:15:00,47,5.64,Provisional,UNSPECIFIED
2024-07-06 21:20:00,47,5.62,Provisional,UNSPECIFIED
2024-07-06 21:25:00,47,5.62,Provisional,UNSPECIFIED
2024-07-06 21:30:00,47,5.59,Provisional,UNSPECIFIED
2024-07-06 21:35:00,47,5.58,Provisional,UNSPECIFIED
2024-07-06 21:40:00,47,5.56,Provisional,UNSPECIFIED
2024-07-06 21:45:00,47,5.54,Provisional,UNSPECIFIED
2024-07-06 21:50:00,47,5.53,Provisional,UNSPECIFIED
2024-07-06 21:55:00,47,5.50,Provisional,UNSPECIFIED
2024-07-06 22:00:00,47,5.48,Provisional,UNSPECIFIED
2024-07-06 22:05:00,47,5.48,Provisional,UNSPECIFIED
2024-07-06 22:10:00,47,5.47,Provisional,UNSPECIFIED
2024-07-06 22:15:00,47,5.45,Provisional,UNSPECIFIED
2024-07-06 22:20:00,47,5.43,Provisional,UNSPECIFIED
2024-07-06 22:25:00,47,5.42,Provisional,UNSPECIFIED
2024-07-06 22:30:00,47,5.39,Provisional,UNSPECIFIED
2024-07-06 22:35:00,47,5.39,Provisional,UNSPECIFIED
2024-07-06 22:40:00,47,5.37,Provisional,UNSPECIFIED
2024-07-06 22:45:00,47,5.36,Provisional,UNSPECIFIED
2024-07-06 22:50:00,47,5.34,Provisional,UNSPECIFIED
2024-07-06 22:55:00,47,5.33,Provisional,UNSPECIFIED
2024-07-06 23:00:00,47,5.30,Provisional,UNSPECIFIED
2024-07-06 23:05:00,47,5.30,Provisional,UNSPECIFIED
2024-07-06 23:10:00,47,5.26,Provisional,UNSPECIFIED
2024-07-06 23:15:00,47,5.25,Provisional,UNSPECIFIED
2024-07-06 23:20:00,47,5.25,Provisional,UNSPECIFIED
2024-07-06 23:25:00,47,5.23,Provisional,UNSPECIFIED
2024-07-06 23:30:00,47,5.22,Provisional,UNSPECIFIED
2024-07-06 23:35:00,47,5.20,Provisional,UNSPECIFIED
2024-07-06 23:40:00,47,5.17,Provisional,UNSPECIFIED
2024-07-06 23:45:00,47,5.17,Provisional,UNSPECIFIED
2024-07-06 23:50:00,47,5.14,Provisional,UNSPECIFIED
2024-07-06 23:55:00,47,5.13,Provisional,UNSPECIFIED
2024-07-07 00:00:00,47,5.13,Provisional,UNSPECIFIED
2024-07-07 00:05:00,47,5.11,Provisional,UNSPECIFIED
2024-07-07 00:10:00,47,5.10,Provisional,UNSPECIFIED
2024-07-07 00:15:00,47,5.07,Provisional,UNSPECIFIED
2024-07-07 00:20:00,47,5.05,Provisional,UNSPECIFIED
2024-07-07 00:25:00,47,5.04,Provisional,UNSPECIFIED
2024-07-07 00:30:00,47,5.02,Provisional,UNSPECIFIED
2024-07-07 00:35:00,47,5.01,Provisional,UNSPECIFIED
2024-07-07 00:40:00,47,5.01,Provisional,UNSPECIFIED
2024-07-07 00:45:00,47,4.99,Provisional,UNSPECIFIED
2024-07-07 00:50:00,47,4.99,Provisional,UNSPECIFIED
2024-07-07 00:55:00,47,4.98,Provisional,UNSPECIFIED
2024-07-07 01:00:00,47,4.96,Provisional,UNSPECIFIED
2024-07-07 01:05:00,47,4.96,Provisional,UNSPECIFIED
2024-07-07 01:10:00,47,4.93,Provisional,UNSPECIFIED
2024-07-07 01:15:00,47,4.93,Provisional,UNSPECIFIED
2024-07-07 01:20:00,47,4.90,Provisional,UNSPECIFIED
2024-07-07 01:25:00,47,4.90,Provisional,UNSPECIFIED
2024-07-07 01:30:00,47,4.89,Provisional,UNSPECIFIED
2024-07-07 01:35:00,47,4.89,Provisional,UNSPECIFIED
2024-07-07 01:40:00,47,4.87,Provisional,UNSPECIFIED
2024-07-07 01:45:00,47,4.87,Provisional,UNSPECIFIED
2024-07-07 01:50:00,47,4.84,Provisional,UNSPECIFIED
2024-07-07 01:55:00,47,4.84,Provisional,UNSPECIFIED
2024-07-07 02:00:00,47,4.83,Provisional,UNSPECIFIED
2024-07-07 02:05:00,47,4.81,Provisional,UNSPECIFIED
2024-07-07 02:10:00,47,4.81,Provisional,UNSPECIFIED
2024-07-07 02:15:00,47,4.80,Provisional,UNSPECIFIED
2024-07-07 02:20:00,47,4.80,Provisional,UNSPECIFIED
2024-07-07 02:25:00,47,4.78,Provisional,UNSPECIFIED
2024-07-07 02:30:00,47,4.77,Provisional,UNSPECIFIED
2024-07-07 02:35:00,47,4.76,Provisional,UNSPECIFIED
2024-07-07 02:40:00,47,4.74,Provisional,UNSPECIFIED
2024-07-07 02:45:00,47,4.73,Provisional,UNSPECIFIED
2024-07-07 02:50:00,47,4.71,Provisional,UNSPECIFIED
2024-07-07 02:55:00,47,4.71,Provisional,UNSPECIFIED
2024-07-07 03:00:00,47,4.71,Provisional,UNSPECIFIED
2024-07-07 03:05:00,47,4.71,Provisional,UNSPECIFIED
2024-07-07 03:10:00,47,4.70,Provisional,UNSPECIFIED
2024-07-07 03:15:00,47,4.68,Provisional,UNSPECIFIED
2024-07-07 03:20:00,47,4.68,Provisional,UNSPECIFIED
2024-07-07 03:25:00,47,4.67,Provisional,UNSPECIFIED
2024-07-07 03:30:00,47,4.65,Provisional,UNSPECIFIED
2024-07-07 03:35:00,47,4.64,Provisional,UNSPECIFIED
2024-07-07 03:40:00,47,4.64,Provisional,UNSPECIFIED
2024-07-07 03:45:00,47,4.64,Provisional,UNSPECIFIED
